Transaction ID,Sale ID,Overall Score,Durability Score,Quality Score,Color Score,Value For Money Score,Fit Score
AAA121776,1,65,97,100,95,98,81
AAA121777,1,98,88,93,94,74,78
AAA121778,1,97,98,85,90,96,87
AAA121779,1,61,79,42,96,65,92
AAA121780,1,74,98,93,56,86,79
AAA121780,2,98,99,94,73,92,91
AAA121780,3,91,100,90,98,84,86
AAA121781,1,98,82,84,97,58,100
AAA121781,2,86,85,39,76,76,88
AAA121781,3,91,98,80,82,74,82
AAA121782,1,85,90,99,99,97,83
AAA121783,1,94,77,58,99,77,80
AAA121783,2,83,68,38,81,67,78
AAA121785,2,85,79,86,96,98,85
AAA121785,3,72,90,80,56,93,80
AAA121786,1,80,85,37,91,75,85
AAA121787,3,91,99,77,99,57,98
AAA121788,2,95,97,96,39,84,80
AAA121788,3,85,89,90,98,61,100
AAA121789,1,93,95,90,85,88,85
AAA121789,3,77,92,50,74,37,95
AAA121791,1,71,84,50,62,64,82
AAA121791,3,85,99,95,56,83,89
AAA121793,2,96,87,93,87,89,81
AAA121794,1,99,94,89,44,81,82
AAA121794,3,95,80,51,95,78,86
AAA121796,2,72,77,43,68,78,87
AAA121797,1,89,90,85,68,68,80
AAA121798,1,83,94,93,53,100,81
AAA121798,2,77,79,89,85,87,82
AAA121799,1,89,80,52,97,74,83
AAA121801,1,86,95,44,85,66,84
AAA121801,3,68,82,46,79,64,92
AAA121803,1,86,74,93,92,87,87
AAA121804,1,83,97,91,63,93,82
AAA121805,1,97,100,83,89,80,83
AAA121806,3,78,86,87,84,64,99
AAA121807,1,91,99,85,89,78,91
AAA121807,2,56,77,46,66,59,86
AAA121810,2,79,82,56,44,77,82
AAA121810,3,85,100,88,88,93,86
AAA121811,1,77,77,39,96,50,85
AAA121811,2,97,82,85,97,67,92
AAA121811,3,89,86,42,87,93,84
AAA121812,1,92,97,98,57,73,88
AAA121812,3,89,85,90,86,55,80
AAA121813,1,90,96,93,53,92,89
AAA121813,2,71,76,73,93,51,91
AAA121815,1,57,96,89,72,79,86
AAA121816,1,94,96,86,77,81,97
AAA121818,1,86,92,94,98,66,91
AAA121819,2,73,87,37,92,83,83
AAA121819,3,86,79,59,97,64,88
AAA121821,1,98,99,88,81,84,84
AAA121823,1,81,97,88,32,77,80
AAA121823,2,61,78,98,98,61,80
AAA121824,1,99,97,92,78,95,79
AAA121824,2,69,92,96,95,74,81
AAA121824,3,92,93,91,51,80,97
AAA121825,1,95,97,87,75,93,80
AAA121826,1,95,83,45,88,45,91
AAA121826,2,73,100,99,66,70,92
AAA121827,2,83,93,95,53,91,94
AAA121828,1,92,94,78,66,77,81
AAA121829,1,78,86,91,91,99,82
AAA121830,1,76,76,33,90,33,89
AAA121831,2,84,80,34,58,66,84
AAA121831,3,88,85,84,69,73,91
AAA121832,1,90,75,90,75,44,83
AAA121832,3,94,92,79,62,99,75
AAA121833,1,100,95,96,76,86,90
AAA121835,1,71,85,52,59,49,92
AAA121836,2,83,89,87,96,63,98
AAA121837,2,97,99,92,61,72,82
AAA121837,3,93,90,93,81,94,96
AAA121838,1,95,85,95,91,67,88
AAA121838,2,83,100,97,84,65,85
AAA121839,1,80,85,72,73,78,81
AAA121841,1,98,100,94,75,80,80
AAA121842,1,66,96,83,66,59,89
AAA121842,2,80,74,83,74,57,79
AAA121843,1,88,83,91,88,75,86
AAA121844,1,100,97,97,68,99,91
AAA121845,1,88,98,82,53,88,91
AAA121847,1,77,61,34,65,78,88
AAA121847,2,97,78,91,97,74,98
AAA121847,3,89,85,89,67,93,88
AAA121848,1,49,84,43,65,35,86
AAA121849,1,99,83,90,97,72,85
AAA121850,1,85,75,49,93,85,79
AAA121851,1,100,95,84,46,78,82
AAA121851,2,86,89,96,92,57,91
AAA121851,3,71,73,46,87,65,81
AAA121852,1,96,93,98,95,79,79
AAA121853,1,83,100,89,97,92,85
AAA121855,1,94,95,90,96,59,92
AAA121856,1,89,81,90,90,80,94
AAA121856,2,84,79,53,69,91,86
AAA121857,1,84,95,89,38,93,85
AAA121857,4,64,75,46,71,61,89
AAA121858,1,88,90,88,68,74,83
AAA121859,1,93,97,84,80,78,84
AAA121860,1,94,93,90,94,80,78
AAA121861,1,84,97,86,41,73,81
AAA121862,1,95,98,97,79,85,89
AAA121864,2,85,86,92,62,63,62
AAA121866,1,90,76,54,67,63,85
AAA121868,1,85,85,55,91,57,83
AAA121868,2,96,100,89,98,90,77
AAA121869,1,80,75,95,93,65,88
AAA121870,2,83,83,41,92,61,86
AAA121870,3,38,88,36,51,74,99
AAA121871,1,94,98,88,66,91,78
AAA121871,2,61,96,85,74,86,89
AAA121872,1,86,100,82,98,99,87
AAA121872,2,84,85,96,68,70,84
AAA121873,1,88,91,94,85,70,100
AAA121873,3,74,83,55,56,72,97
AAA121874,1,85,94,90,94,86,96
AAA121874,2,65,78,42,95,58,88
AAA121875,1,97,87,85,100,62,92
AAA121876,1,90,94,90,52,97,89
AAA121877,1,79,84,91,94,61,93
AAA121878,1,96,82,91,92,74,81
AAA121878,2,79,99,79,72,90,97
AAA121878,3,78,75,47,55,84,83
AAA121880,1,91,95,90,13,97,89
AAA121880,2,93,77,95,93,63,97
AAA121880,3,93,84,85,95,77,89
AAA121881,1,98,94,97,53,80,78
AAA121881,2,78,86,34,76,79,91
AAA121881,3,56,80,39,96,50,78
AAA121882,1,86,90,100,85,84,93
AAA121884,1,80,77,40,77,83,85
AAA121887,1,95,79,89,81,92,74
AAA121888,2,71,78,88,87,82,99
AAA121890,1,95,95,96,84,80,86
AAA121892,1,95,96,99,65,82,85
AAA121892,2,64,74,54,49,77,88
AAA121892,3,76,80,98,99,67,76
AAA121892,4,61,100,92,69,69,93
AAA121893,3,86,87,96,53,69,80
AAA121895,2,88,86,40,99,97,94
AAA121895,3,77,81,47,31,61,89
AAA121898,2,95,88,45,62,84,96
AAA121898,3,72,88,51,45,65,85
AAA121899,2,87,84,89,70,78,91
AAA121899,3,89,70,50,81,79,90
AAA121900,1,80,97,90,58,95,89
AAA121902,1,98,75,93,92,72,87
AAA121902,2,96,94,93,66,86,98
AAA121903,1,86,95,92,85,94,91
AAA121903,2,96,98,91,95,84,81
AAA121903,3,78,84,87,80,98,68
AAA121904,1,61,77,58,79,52,84
AAA121906,1,93,96,84,68,89,83
AAA121907,2,96,90,90,81,87,88
AAA121908,1,67,82,35,96,64,83
AAA121908,2,87,96,98,92,74,92
AAA121908,3,66,77,43,85,70,87
AAA121909,1,56,98,86,60,64,84
AAA121910,1,92,83,92,89,89,81
AAA121911,2,98,95,94,99,66,94
AAA121914,1,88,99,87,87,99,81
AAA121915,1,97,84,96,94,84,79
AAA121915,2,92,100,91,92,100,92
AAA121916,2,97,76,95,92,94,91
AAA121917,1,64,70,88,93,78,80
AAA121919,1,94,94,88,65,86,96
AAA121919,2,87,100,98,81,100,85
AAA121920,2,95,80,95,96,66,88
AAA121920,3,83,90,88,82,72,95
AAA121923,1,74,90,78,44,85,88
AAA121924,1,93,98,88,50,67,84
AAA121925,1,94,85,44,81,76,80
AAA121927,1,89,96,93,77,60,99
AAA121927,2,66,84,54,99,69,81
AAA121927,3,96,96,95,36,87,82
AAA121928,1,75,83,56,57,61,78
AAA121928,2,73,77,46,94,56,88
AAA121928,3,96,99,87,50,90,84
AAA121930,1,89,100,90,87,73,87
AAA121930,2,96,100,90,53,54,92
AAA121930,3,78,74,51,72,46,87
AAA121931,1,83,99,92,67,64,92
AAA121932,1,92,94,92,31,79,84
AAA121933,1,95,89,93,93,68,79
AAA121934,1,93,79,84,98,76,92
AAA121935,1,99,99,82,52,99,92
AAA121936,1,98,96,92,39,69,95
AAA121937,1,84,89,96,36,93,84
AAA121937,2,99,90,80,96,74,97
AAA121937,3,97,88,88,100,73,80
AAA121939,1,85,97,89,43,96,81
AAA121940,1,81,100,98,67,79,79
AAA121941,1,75,81,82,92,84,89
AAA121942,2,67,82,48,92,60,84
AAA121943,1,93,86,87,83,55,94
AAA121944,2,82,92,93,62,70,83
AAA121944,3,64,97,81,48,89,83
AAA121945,1,100,94,89,93,92,85
AAA121946,1,89,96,92,41,81,80
AAA121948,1,98,95,86,93,100,87
AAA121948,2,99,82,97,75,89,88
AAA121949,1,87,100,87,43,76,82
AAA121949,2,89,88,47,85,64,83
AAA121950,1,59,70,49,74,89,85
AAA121950,2,99,98,91,62,92,80
AAA121950,3,99,100,83,64,76,91
AAA121950,4,97,96,99,54,85,86
AAA121952,1,74,77,99,93,69,78
AAA121954,1,68,85,97,84,74,99
AAA121955,1,95,77,67,97,81,84
AAA121955,2,90,96,94,75,69,87
AAA121955,3,51,90,31,55,49,85
AAA121956,1,88,83,51,86,76,87
AAA121957,1,94,88,87,80,79,88
AAA121958,1,100,98,91,50,85,85
AAA121961,1,94,88,89,82,51,86
AAA121961,2,85,86,84,99,67,94
AAA121963,2,86,94,89,86,49,91
AAA121965,2,99,94,90,98,59,85
AAA121967,1,81,93,93,41,75,86
AAA121967,2,67,84,41,92,59,80
AAA121967,3,57,79,42,84,56,89
AAA121969,3,95,87,84,92,90,74
AAA121970,2,95,76,49,95,69,90
AAA121971,1,92,99,84,55,71,87
AAA121972,1,82,94,93,59,77,92
AAA121973,1,99,96,89,70,94,84
AAA121974,4,94,95,91,79,80,91
AAA121975,1,89,100,99,66,80,86
AAA121976,1,85,82,85,97,92,89
AAA121976,2,43,73,40,86,66,82
AAA121977,1,90,96,93,66,73,86
AAA121978,1,98,88,81,82,81,89
AAA121979,1,96,91,90,77,92,89
AAA121979,2,85,88,95,93,74,84
AAA121981,2,86,87,92,100,83,86
AAA121981,3,86,77,89,98,91,89
AAA121981,4,94,99,92,51,69,88
AAA121981,5,96,89,99,93,80,86
AAA121982,1,90,80,94,93,70,96
AAA121984,1,50,90,81,57,71,92
AAA121985,1,90,78,92,92,53,85
AAA121986,1,84,82,90,78,87,83
AAA121986,2,76,97,91,40,59,87
AAA121987,1,83,77,60,97,49,81
AAA121987,2,90,84,83,94,87,87
AAA121987,3,76,84,36,91,84,90
AAA121990,1,77,86,90,89,58,82
AAA121990,2,98,86,85,94,79,89
AAA121991,1,64,86,40,99,30,88
AAA121991,3,58,87,44,66,54,86
AAA121994,1,91,95,86,48,68,85
AAA121995,1,94,95,95,64,100,80
AAA121996,1,89,70,58,70,63,85
AAA121996,2,54,97,94,87,68,79
AAA121997,1,93,100,93,89,87,92
AAA121997,2,92,75,91,67,67,81
AAA121999,1,94,88,44,69,85,89
AAA122000,1,90,97,99,86,87,88
AAA122000,3,77,85,82,93,52,90
AAA122001,1,80,87,82,98,84,90
AAA122002,1,76,98,93,69,92,85
AAA122003,1,73,78,47,96,79,84
AAA122005,1,72,96,92,76,100,88
AAA122006,1,93,96,94,69,93,88
AAA122007,1,98,98,91,57,71,79
AAA122009,1,96,95,85,68,86,96
AAA122009,2,87,85,50,97,98,86
AAA122009,3,92,91,93,99,79,95
AAA122009,4,87,88,84,97,75,71
AAA122010,1,89,98,85,64,88,81
AAA122011,1,93,82,90,97,94,91
AAA122013,1,96,83,76,97,80,87
AAA122013,2,85,95,83,54,90,86
AAA122013,3,47,78,52,100,75,85
AAA122015,1,87,100,80,59,80,84
AAA122016,1,81,81,44,58,66,81
AAA122017,1,37,77,33,91,65,80
AAA122018,1,41,83,33,93,57,80
AAA122019,1,86,90,93,88,65,84
AAA122020,2,81,93,97,95,63,87
AAA122020,3,96,94,98,78,91,94
AAA122020,4,92,91,71,100,73,85
AAA122021,1,85,97,93,95,100,86
AAA122022,1,70,83,43,95,41,91
AAA122023,1,92,83,97,97,57,79
AAA122024,1,75,92,97,97,84,85
AAA122024,3,89,93,86,96,89,87
AAA122025,1,92,92,87,54,100,99
AAA122026,1,96,95,97,78,79,76
AAA122027,1,91,100,90,60,84,87
AAA122028,1,89,95,85,71,82,89
AAA122028,2,90,87,95,76,72,85
AAA122029,2,61,98,75,68,92,92
AAA122031,1,89,81,94,94,92,91
AAA122031,3,96,90,87,67,78,78
AAA122032,1,94,96,88,41,86,79
AAA122033,3,89,94,91,72,63,88
AAA122034,1,96,91,76,86,75,89
AAA122034,3,64,82,36,55,55,82
AAA122036,1,100,90,90,66,75,79
AAA122038,1,70,79,55,71,41,79
AAA122039,1,88,80,94,81,73,72
AAA122040,1,58,82,46,90,46,90
AAA122040,2,85,82,39,58,86,79
AAA122041,2,88,99,93,93,80,87
AAA122041,3,87,75,96,98,67,80
AAA122043,1,88,96,89,76,88,86
AAA122044,1,64,91,93,31,70,83
AAA122045,1,95,89,90,76,60,81
AAA122046,1,99,87,88,94,65,80
AAA122047,1,84,98,98,100,99,87
AAA122048,1,86,98,94,99,68,85
AAA122050,1,97,74,86,80,79,82
AAA122050,2,71,80,95,82,82,82
AAA122050,3,78,91,54,94,92,80
AAA122051,1,98,94,91,93,82,91
AAA122052,1,90,99,93,73,76,84
AAA122053,1,95,74,88,100,67,92
AAA122054,1,67,79,88,79,71,89
AAA122056,1,60,84,39,65,73,81
AAA122058,1,70,77,53,72,62,99
AAA122059,1,98,93,86,45,83,83
AAA122059,2,91,97,84,59,83,84
AAA122062,2,93,98,88,100,85,92
AAA122064,1,95,86,93,81,80,79
AAA122065,1,82,80,43,86,77,80
AAA122067,2,82,81,52,94,80,87
AAA122067,3,94,95,100,99,79,72
AAA122068,1,86,84,89,96,73,92
AAA122069,1,76,85,92,92,79,85
AAA122070,1,96,99,89,63,90,79
AAA122071,2,92,98,88,70,75,80
AAA122071,3,35,73,53,66,75,87
AAA122073,1,88,100,90,57,82,85
AAA122074,2,100,95,90,92,70,91
AAA122075,1,82,81,75,92,86,97
AAA122075,2,90,97,91,65,86,79
AAA122075,3,94,91,88,76,73,84
AAA122076,1,51,84,42,93,72,83
AAA122076,2,87,97,97,77,63,90
AAA122077,1,74,99,94,74,97,86
AAA122078,1,93,98,97,55,94,84
AAA122079,1,75,98,87,64,99,97
AAA122081,1,98,97,88,61,71,82
AAA122086,2,48,94,45,87,72,79
AAA122086,3,38,84,55,70,83,85
AAA122087,1,96,91,94,75,96,92
AAA122088,1,94,98,95,41,72,92
AAA122088,2,78,96,83,39,81,82
AAA122090,2,89,84,50,56,92,90
AAA122091,1,92,99,77,73,83,78
AAA122093,1,97,84,90,86,70,82
AAA122094,1,94,82,56,74,84,85
AAA122094,2,96,100,92,60,87,80
AAA122096,1,88,84,89,73,55,90
AAA122097,1,85,100,93,40,90,88
AAA122098,1,96,95,77,46,84,79
AAA122100,1,98,95,87,64,76,81
AAA122101,1,86,91,87,80,87,85
AAA122102,3,86,78,55,75,80,78
AAA122102,4,96,83,84,84,56,94
AAA122103,1,77,72,48,59,42,90
AAA122103,3,99,90,89,79,76,96
AAA122104,1,97,93,95,96,72,86
AAA122104,2,98,92,94,76,80,92
AAA122104,3,87,84,88,95,68,88
AAA122106,1,75,67,52,90,45,80
AAA122106,2,88,80,81,100,69,80
AAA122106,3,80,98,94,89,85,83
AAA122107,1,82,87,77,70,86,79
AAA122108,1,72,100,90,44,76,80
AAA122109,1,92,100,97,46,73,86
AAA122109,2,85,96,96,53,79,85
AAA122110,1,84,97,99,61,92,84
AAA122114,2,94,100,95,63,46,88
AAA122115,1,66,79,52,73,44,83
AAA122115,2,74,70,53,75,55,80
AAA122117,1,67,82,36,80,92,92
AAA122117,2,99,85,84,51,72,99
AAA122117,3,93,89,74,93,84,87
AAA122119,1,72,85,40,58,72,79
AAA122120,1,89,78,93,99,97,84
AAA122121,1,90,73,93,95,63,91
AAA122121,2,84,68,49,74,65,89
AAA122121,3,93,100,84,55,85,95
AAA122122,1,83,72,58,80,58,98
AAA122123,1,90,94,95,74,69,89
AAA122125,1,56,82,88,98,67,84
AAA122125,2,63,76,46,83,66,90
AAA122126,1,89,94,92,62,94,82
AAA122128,1,82,97,92,90,80,86
AAA122130,1,90,94,85,100,97,94
AAA122130,2,83,76,46,74,41,78
AAA122131,1,94,99,77,32,95,87
AAA122131,3,91,100,97,53,87,88
AAA122132,1,54,96,97,31,65,83
AAA122133,1,86,92,91,94,75,89
AAA122133,3,74,86,51,69,62,88
AAA122134,1,65,97,91,80,77,85
AAA122135,1,91,100,91,91,86,89
AAA122136,1,87,98,97,75,91,92
AAA122137,1,88,92,78,59,94,79
AAA122138,1,87,97,97,40,90,78
AAA122139,1,98,96,82,96,82,82
AAA122140,1,85,95,90,94,75,81
AAA122142,1,93,96,90,64,78,78
AAA122144,2,55,80,40,94,82,80
AAA122144,3,100,93,98,97,79,84
AAA122145,1,76,99,88,67,78,90
AAA122145,4,92,94,83,73,97,91
AAA122146,1,91,94,91,64,78,81
AAA122146,2,95,94,89,80,81,99
AAA122146,3,76,87,43,92,58,87
AAA122147,1,94,94,84,71,99,80
AAA122148,1,96,84,88,100,42,80
AAA122149,1,97,84,45,84,87,85
AAA122150,2,68,98,90,43,84,89
AAA122150,3,54,83,42,85,51,96
AAA122151,1,58,78,45,94,41,82
AAA122152,1,92,86,98,92,82,91
AAA122153,2,94,96,84,65,94,84
AAA122154,1,97,99,99,41,68,89
AAA122154,3,82,87,86,100,69,85
AAA122155,2,97,98,90,73,80,78
AAA122156,1,75,93,92,44,85,89
AAA122157,1,86,97,96,44,87,78
AAA122158,1,77,88,85,97,70,100
AAA122158,3,92,99,93,85,95,97
AAA122159,2,88,94,99,55,86,88
AAA122162,1,97,100,92,79,83,83
AAA122163,1,74,84,92,86,69,84
AAA122164,1,88,97,98,21,89,83
AAA122166,1,99,95,96,75,94,83
AAA122166,2,65,94,87,62,87,81
AAA122167,1,96,74,74,83,68,100
AAA122167,2,62,74,37,93,67,90
AAA122167,3,93,96,92,90,71,88
AAA122168,3,99,81,91,93,96,78
AAA122169,1,86,71,84,70,68,98
AAA122170,1,90,92,83,93,90,81
AAA122170,2,70,90,41,89,93,89
AAA122170,3,91,78,93,98,70,72
AAA122171,2,79,96,92,65,85,87
AAA122171,3,96,80,93,77,67,92
AAA122172,2,72,78,83,95,62,98
AAA122172,3,65,85,46,82,69,82
AAA122173,1,90,94,88,100,75,85
AAA122176,1,95,94,97,72,57,92
AAA122177,1,87,94,96,76,98,91
AAA122178,1,81,94,88,60,75,87
AAA122178,2,98,100,83,94,86,84
AAA122178,3,98,83,88,93,66,85
AAA122179,1,83,96,100,73,98,88
AAA122180,2,70,79,38,63,49,92
AAA122180,3,97,82,88,77,69,95
AAA122181,1,89,97,98,39,82,80
AAA122182,1,77,77,53,84,80,85
AAA122183,1,68,78,90,92,78,92
AAA122183,2,67,97,90,72,70,82
AAA122183,4,97,73,85,99,83,74
AAA122184,1,85,100,93,99,71,80
AAA122184,2,84,89,85,49,81,97
AAA122184,3,99,89,82,92,81,75
AAA122185,1,94,75,44,83,78,90
AAA122187,1,79,95,89,54,92,82
AAA122189,1,70,99,94,61,73,80
AAA122190,1,57,80,23,57,82,94
AAA122191,1,96,94,95,60,95,95
AAA122191,2,99,99,84,65,65,79
AAA122194,3,86,76,53,65,71,94
AAA122195,1,82,75,97,92,73,98
AAA122197,1,76,78,41,83,58,91
AAA122198,1,99,94,88,43,92,79
AAA122199,1,86,97,93,61,81,85
AAA122200,2,96,94,94,79,90,96
AAA122201,1,83,90,43,76,91,82
AAA122201,2,94,89,97,100,87,84
AAA122202,1,88,95,93,37,79,92
AAA122203,1,91,93,86,86,83,100
AAA122203,2,56,98,97,58,90,82
AAA122203,3,81,79,51,85,48,82
AAA122204,1,99,97,85,50,79,93
AAA122204,2,96,78,59,64,56,97
AAA122204,3,89,91,93,94,99,74
AAA122205,1,91,84,83,93,65,76
AAA122206,1,96,87,99,94,68,86
AAA122206,2,91,100,90,93,88,82
AAA122206,3,100,89,87,97,67,90
AAA122207,2,98,90,93,62,89,86
AAA122207,3,96,98,100,76,72,82
AAA122208,1,85,96,86,62,88,85
AAA122209,1,97,82,92,77,84,91
AAA122211,1,86,100,93,40,85,81
AAA122211,3,94,84,81,100,70,94
AAA122215,2,70,100,93,63,47,85
AAA122215,3,86,86,91,96,71,79
AAA122216,1,97,99,84,75,88,86
AAA122218,1,88,88,93,75,82,90
AAA122219,1,87,90,83,72,85,92
AAA122220,2,93,99,84,57,94,82
AAA122221,1,98,84,82,100,64,84
AAA122222,1,84,75,42,86,63,85
AAA122223,1,89,84,96,86,92,83
AAA122224,2,77,81,39,64,80,83
AAA122225,1,94,94,94,30,95,88
AAA122226,1,85,98,95,48,89,96
AAA122227,1,83,94,97,44,80,88
AAA122228,2,92,98,99,90,81,84
AAA122229,1,91,80,83,99,63,88
AAA122232,1,63,89,92,62,69,85
AAA122233,1,84,85,55,99,96,90
AAA122234,1,91,79,94,80,94,93
AAA122235,1,94,94,94,84,89,80
AAA122236,1,58,79,40,92,62,83
AAA122236,2,95,77,88,94,72,79
AAA122237,1,85,95,87,61,64,87
AAA122238,1,100,97,82,99,71,87
AAA122239,1,92,98,88,82,82,90
AAA122239,2,88,88,90,68,71,96
AAA122239,3,97,90,78,92,47,81
AAA122240,1,85,97,98,53,97,79
AAA122241,1,90,88,81,94,98,97
AAA122242,2,91,94,93,62,79,87
AAA122242,3,75,82,47,90,52,91
AAA122243,1,99,100,90,42,94,78
AAA122244,3,94,71,37,66,68,87
AAA122245,1,62,92,47,63,19,81
AAA122246,1,96,79,82,91,88,87
AAA122246,2,95,96,97,43,72,84
AAA122246,3,94,90,87,85,77,86
AAA122247,1,97,94,89,76,83,91
AAA122248,1,94,81,49,80,90,92
AAA122249,2,99,91,94,77,83,86
AAA122249,3,83,82,88,75,72,98
AAA122251,1,94,98,88,62,100,83
AAA122251,4,88,94,81,54,49,81
AAA122252,1,41,79,48,56,56,89
AAA122253,1,75,75,39,77,64,84
AAA122253,2,100,95,98,66,73,83
AAA122253,3,91,96,89,80,98,85
AAA122255,1,86,94,82,100,90,89
AAA122256,1,77,71,54,96,64,83
AAA122257,3,81,85,44,80,57,87
AAA122257,5,83,95,99,33,95,85
AAA122258,1,79,88,94,79,62,87
AAA122259,1,100,95,94,48,93,81
AAA122260,1,75,84,81,92,67,82
AAA122261,1,76,66,42,69,61,82
AAA122263,1,92,90,92,77,78,73
AAA122264,1,79,72,56,64,55,85
AAA122265,1,96,98,91,83,91,91
AAA122266,2,90,100,75,48,91,80
AAA122267,2,99,91,94,99,74,89
AAA122267,3,92,96,94,71,75,84
AAA122268,1,99,99,99,94,99,79
AAA122269,1,92,100,94,65,78,93
AAA122270,1,95,85,45,95,91,90
AAA122270,2,77,83,86,94,55,97
AAA122270,3,100,95,95,77,82,82
AAA122271,1,91,79,43,79,95,91
AAA122272,2,82,96,94,41,77,90
AAA122274,1,77,83,57,75,77,83
AAA122275,1,97,77,83,94,65,85
AAA122275,2,72,85,97,97,83,83
AAA122275,3,82,95,91,77,57,92
AAA122276,1,62,81,39,72,75,81
AAA122276,2,99,90,97,85,52,91
AAA122276,3,71,78,53,60,42,86
AAA122277,1,56,86,81,90,78,83
AAA122277,2,51,84,53,66,87,89
AAA122279,1,89,77,94,74,54,84
AAA122279,2,84,84,77,78,57,92
AAA122281,1,95,96,90,93,93,86
AAA122282,1,71,95,92,34,74,86
AAA122283,1,88,74,43,92,58,98
AAA122285,1,92,96,85,80,98,89
AAA122286,1,90,85,90,99,89,86
AAA122286,3,79,89,79,97,31,90
AAA122287,1,95,93,95,95,44,96
AAA122289,1,91,89,44,99,53,88
AAA122290,1,80,70,42,76,49,78
AAA122292,1,80,76,50,99,83,78
AAA122292,2,62,84,45,64,49,89
AAA122293,1,98,100,89,60,79,89
AAA122293,2,96,92,91,77,86,92
AAA122293,3,88,88,84,92,91,82
AAA122294,1,67,85,43,81,52,84
AAA122294,3,94,100,91,94,70,87
AAA122295,1,78,64,49,100,67,78
AAA122296,1,91,99,98,71,67,88
AAA122296,2,100,80,83,86,79,89
AAA122296,3,92,96,86,43,97,79
AAA122297,1,96,86,82,92,83,99
AAA122297,2,80,85,57,89,78,85
AAA122299,2,92,100,94,45,92,80
AAA122299,3,98,99,97,47,91,80
AAA122300,1,96,73,93,97,71,89
AAA122301,1,90,92,97,68,85,85
AAA122302,1,96,94,94,52,87,88
AAA122303,1,81,97,87,46,92,81
AAA122304,1,78,99,82,66,91,91
AAA122305,1,91,85,98,97,75,97
AAA122306,1,90,78,47,85,92,92
AAA122307,1,92,84,98,83,81,84
AAA122308,1,52,92,90,94,70,94
AAA122308,2,86,68,49,100,85,85
AAA122308,4,76,99,99,85,55,83
AAA122309,1,57,78,44,98,77,91
AAA122310,1,94,99,95,70,83,83
AAA122311,1,88,85,89,96,56,91
AAA122311,2,97,87,92,76,89,88
AAA122313,2,80,86,90,96,86,88
AAA122314,1,81,83,86,57,82,78
AAA122315,1,90,97,91,96,63,93
AAA122315,2,100,98,90,77,90,85
AAA122315,3,95,97,80,81,91,88
AAA122316,1,93,98,87,84,93,84
AAA122320,1,95,89,79,69,86,80
AAA122320,2,84,97,98,100,62,88
AAA122321,1,99,87,90,96,78,94
AAA122322,1,98,90,90,93,75,84
AAA122323,1,84,93,92,50,72,80
AAA122323,2,79,84,44,66,89,81
AAA122323,3,78,81,43,85,76,80
AAA122324,1,56,87,32,80,67,89
AAA122325,1,86,97,92,55,79,90
AAA122326,1,98,98,91,34,88,88
AAA122328,1,88,94,92,98,97,83
AAA122329,1,90,89,85,74,59,90
AAA122330,1,86,89,80,95,68,96
AAA122330,2,88,87,98,100,88,89
AAA122330,3,72,85,44,90,51,90
AAA122331,2,90,82,96,65,61,95
AAA122332,1,83,97,86,60,79,88
AAA122333,1,80,91,51,85,87,88
AAA122333,2,87,94,91,70,83,85
AAA122335,1,97,100,98,42,78,78
AAA122336,1,87,98,89,71,92,88
AAA122336,2,73,77,40,74,85,86
AAA122337,1,79,79,60,68,43,82
AAA122338,1,91,86,90,98,78,81
AAA122340,1,98,100,98,62,89,80
AAA122341,1,82,95,92,56,85,98
AAA122342,2,64,74,43,81,53,86
AAA122342,3,61,78,79,72,83,87
AAA122342,4,89,97,92,46,53,94
AAA122343,1,75,94,91,73,95,90
AAA122344,1,64,73,51,96,64,87
AAA122344,2,96,94,88,93,65,87
AAA122345,1,84,96,83,62,80,88
AAA122346,1,88,75,47,79,80,80
AAA122347,1,84,81,53,99,95,89
AAA122347,3,90,74,49,54,69,89
AAA122348,1,94,77,90,95,91,85
AAA122349,1,96,79,93,92,56,90
AAA122350,2,95,83,92,82,90,88
AAA122350,3,83,97,98,68,99,92
AAA122350,4,85,95,99,58,82,90
AAA122351,1,83,97,93,72,68,80
AAA122351,2,91,95,87,75,87,99
AAA122351,3,78,91,49,74,83,85
AAA122353,1,86,96,88,55,90,88
AAA122355,1,91,96,92,79,78,83
AAA122356,1,83,82,94,96,70,70
AAA122356,3,95,84,86,100,85,78
AAA122357,1,80,97,91,60,65,91
AAA122357,3,72,94,90,94,64,92
AAA122358,2,76,99,92,61,63,93
AAA122359,1,86,94,98,61,78,86
AAA122361,1,99,97,85,99,95,85
AAA122362,1,87,97,89,69,64,92
AAA122363,1,82,98,89,68,83,83
AAA122364,2,91,90,97,99,37,81
AAA122364,3,60,98,99,43,86,90
AAA122365,1,79,78,58,64,92,90
AAA122366,1,62,75,46,71,67,83
AAA122366,2,85,97,88,33,96,89
AAA122367,2,79,75,48,94,59,79
AAA122367,3,94,99,95,39,61,78
AAA122368,1,89,92,96,70,92,93
AAA122370,1,98,99,99,58,98,89
AAA122371,3,74,96,84,86,95,90
AAA122372,1,97,87,78,99,69,91
AAA122373,1,99,96,97,64,77,83
AAA122374,1,88,95,78,66,76,91
AAA122375,1,91,95,94,49,98,88
AAA122377,1,72,98,89,80,73,88
AAA122378,1,95,97,95,56,96,85
AAA122378,2,69,88,93,86,66,89
AAA122382,1,95,97,88,82,94,80
AAA122383,2,74,79,47,64,52,78
AAA122383,3,81,76,46,71,75,93
AAA122384,1,91,74,96,92,66,98
