index,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,dob
347382,151847B776CEDB7F,docked_bike,2023-06-26 03:27:22,2023-06-26 03:51:54,Clinton St & Lake St,66.0,Clark St & Lake St,38.0,41.885637,-87.641823,41.886021,-87.630876,casual,
209061,5323082D8BF7EDE4,docked_bike,2023-05-26 18:08:04,2023-05-26 19:22:30,Lincoln Ave & Fullerton Ave,127.0,Racine Ave & Fullerton Ave,87.0,41.9259,-87.6493,41.9256,-87.6584,casual,
305465,314DEC7A8AAE162A,docked_bike,2023-06-10 06:10:31,2023-06-10 06:18:10,Canal St & Adams St,192.0,Wells St & Polk St,175.0,41.879255,-87.639904,41.872596,-87.633502,member,1982-02-23
258925,EEE7B3B37003C71A,docked_bike,2023-05-28 05:47:08,2023-05-28 05:54:06,Wabash Ave & 9th St,321.0,State St & 19th St,178.0,41.8708,-87.6257,41.8566,-87.6275,casual,
596500,AE510A3F52B91D6C,docked_bike,2023-06-11 06:23:16,2023-06-11 06:39:09,Desplaines St & Kinzie St,56.0,Dearborn St & Van Buren St,624.0,41.888716,-87.644447,41.876268,-87.629155,member,1994-06-19
568906,F6462CA501BDB154,docked_bike,2023-06-11 13:37:21,2023-06-11 13:40:22,Broadway & Cornelia Ave,303.0,Clark St & Newport St,632.0,41.945529,-87.646439,41.94454,-87.654678,member,2006-11-13
554000,5A2129C265ACF233,docked_bike,2023-06-30 08:55:30,2023-06-30 09:13:16,Ravenswood Ave & Berteau Ave,314.0,Montrose Harbor,249.0,41.957921,-87.673567,41.963982,-87.638181,casual,
8892,E5A8841F93E6A764,docked_bike,2023-04-06 10:38:22,2023-04-06 11:09:08,Columbus Dr & Randolph St,195.0,Larrabee St & Armitage Ave,288.0,41.8847,-87.6195,41.9181,-87.6437,member,1987-05-19
307073,FA09B919354F0512,docked_bike,2023-06-26 10:52:05,2023-06-26 11:28:59,Michigan Ave & Oak St,85.0,Clarendon Ave & Leland Ave,251.0,41.90096,-87.623776,41.967968,-87.650001,casual,
481448,9D5656565F79FA7F,docked_bike,2023-06-23 02:16:52,2023-06-23 02:33:26,Wood St & Augusta Blvd,657.0,Desplaines St & Randolph St,96.0,41.899181,-87.6722,41.88461618962,-87.6445705849,member,1995-03-28
429546,B9319C1B04EBCFCE,docked_bike,2023-06-25 11:51:33,2023-06-25 12:05:31,Ravenswood Ave & Lawrence Ave,344.0,Sheridan Rd & Montrose Ave,231.0,41.96909,-87.674237,41.96167,-87.65464,casual,
123939,E34ED21F8C5DD872,docked_bike,2023-05-28 06:48:52,2023-05-28 06:53:10,Pine Grove Ave & Irving Park Rd,254.0,Broadway & Waveland Ave,304.0,41.9544,-87.648,41.9491,-87.6486,member,1991-01-13
89653,875B3E0839EC80FD,docked_bike,2023-05-23 10:22:05,2023-05-23 10:44:24,Benson Ave & Church St,596.0,Chicago Ave & Sheridan Rd,603.0,42.0482,-87.6835,42.0505,-87.6778,member,2002-07-31
301698,77E3EB9D39FE9BC7,docked_bike,2023-06-21 04:03:03,2023-06-21 07:15:57,Lincoln Ave & Waveland Ave,257.0,Lincoln Ave & Waveland Ave,257.0,41.948797,-87.675278,41.948797,-87.675278,casual,
89408,99DDC301BF2FCF44,docked_bike,2023-05-28 05:27:11,2023-05-28 05:54:39,Clarendon Ave & Leland Ave,251.0,Clark St & North Ave,126.0,41.968,-87.65,41.912,-87.6319,casual,
126418,1DB4790E49A2528D,docked_bike,2023-05-13 11:05:52,2023-05-13 11:37:18,Lincoln Ave & Addison St,330.0,Lincoln Ave & Addison St,330.0,41.9462,-87.6733,41.9462,-87.6733,casual,
473098,F03153F16E52F88B,docked_bike,2023-06-08 05:54:22,2023-06-08 06:13:22,Halsted St & Maxwell St,282.0,Wabash Ave & 16th St,72.0,41.864883,-87.647071,41.860384,-87.625813,member,1988-12-07
467583,94AEFC487B2699EC,docked_bike,2023-06-09 12:06:35,2023-06-09 12:18:34,Damen Ave & Cortland St,219.0,Sheffield Ave & Kingsbury St,20.0,41.915983,-87.677335,41.910522,-87.653106,casual,
355770,B7273A101D4F4037,docked_bike,2023-06-15 07:31:17,2023-06-15 07:44:22,McClurg Ct & Illinois St,26.0,Federal St & Polk St,41.0,41.890359,-87.617532,41.87207763285,-87.6295437729,member,1984-07-19
452567,9B93509FDB88E98F,docked_bike,2023-06-19 05:54:56,2023-06-19 06:08:57,Dearborn Pkwy & Delaware Pl,140.0,LaSalle St & Washington St,98.0,41.898969,-87.629912,41.882664,-87.63253,casual,
543611,CD68665D01738D8A,docked_bike,2023-06-13 11:13:21,2023-06-13 11:26:08,Michigan Ave & Lake St,52.0,Desplaines St & Jackson Blvd,107.0,41.886024,-87.624117,41.878287,-87.643909,member,2001-11-12
417055,9CB10C6C44BB6084,docked_bike,2023-06-07 08:50:20,2023-06-07 09:12:26,Desplaines St & Kinzie St,56.0,Ashland Ave & Chicago Ave,350.0,41.888716,-87.644447,41.895966,-87.667747,casual,
47316,D89DBB188779ED1B,docked_bike,2023-04-20 06:38:12,2023-04-20 06:48:02,Sheridan Rd & Loyola Ave,451.0,Glenwood Ave & Morse Ave,447.0,42.001,-87.6612,42.008,-87.6655,member,1985-11-30
10462,43AAAB30A384E53E,docked_bike,2023-04-10 11:21:32,2023-04-10 11:44:23,Kingsbury St & Erie St,74.0,Larrabee St & Division St,359.0,41.8938,-87.6417,41.9035,-87.6434,member,1993-10-17
479916,6C8FFE83A40A351C,docked_bike,2023-06-24 07:56:47,2023-06-24 09:07:05,Lake Shore Dr & Belmont Ave,334.0,Chicago Ave & Sheridan Rd,603.0,41.940775,-87.639192,42.050491,-87.677821,casual,
50869,AD16A712C735BFB9,docked_bike,2023-04-07 14:50:50,2023-04-07 14:54:56,Wells St & Concord Ln,289.0,Dayton St & North Ave,60.0,41.9121,-87.6347,41.9106,-87.6494,member,1971-11-28
418280,6649593A77B54521,docked_bike,2023-06-29 13:55:48,2023-06-29 14:11:57,Kimball Ave & Belmont Ave,497.0,California Ave & Division St,216.0,41.939398,-87.711561,41.903029,-87.697474,casual,
503967,0C914B47F629C07B,docked_bike,2023-06-15 06:30:10,2023-06-15 06:46:25,Loomis St & Archer Ave,366.0,Loomis St & Archer Ave,366.0,41.841632,-87.657434,41.84163253965,-87.6574349533,member,1994-09-27
20380,8CE03F43599173E2,docked_bike,2023-04-16 03:12:18,2023-04-16 03:20:17,Rush St & Hubbard St,125.0,LaSalle St & Adams St,40.0,41.8902,-87.6262,41.8793,-87.632,member,2002-09-19
471122,E144F6147F5FAB19,docked_bike,2023-06-24 10:33:00,2023-06-24 10:46:34,Southport Ave & Wellington Ave,153.0,Sheridan Rd & Buena Ave,306.0,41.935733,-87.663576,41.958494,-87.654966,member,2005-12-04
77821,92437EFB4D2A525B,docked_bike,2023-04-11 13:00:29,2023-04-11 13:53:14,Federal St & Polk St,41.0,LaSalle Dr & Huron St,627.0,41.8721,-87.6295,41.8949,-87.6323,casual,
489039,552AE85B760F3279,docked_bike,2023-06-28 04:55:53,2023-06-28 07:22:46,Broadway & Belmont Ave,296.0,Clark St & Wrightwood Ave,340.0,41.940106,-87.645451,41.929546,-87.643118,casual,
620516,3C83AD61D3D88F17,docked_bike,2023-07-01 09:55:43,2023-07-01 10:13:01,Dearborn St & Monroe St,49.0,Michigan Ave & 14th St,168.0,41.881319,-87.62952,41.864059,-87.623727,casual,
6478,42544EAC753746DE,docked_bike,2023-04-19 10:11:22,2023-04-20 09:38:14,Buckingham Fountain,2.0,Ashland Ave & Augusta Blvd,30.0,41.8765,-87.6205,41.8996,-87.6677,member,1992-08-16
37153,764AD1A2D8760D4B,docked_bike,2023-04-27 12:13:56,2023-04-27 12:31:20,Franklin St & Jackson Blvd,36.0,State St & Pearson St,106.0,41.8777,-87.6353,41.8974,-87.6287,member,1995-06-27
338521,09CE7F3E357F54F5,docked_bike,2023-06-14 08:30:22,2023-06-14 09:00:17,Kingsbury St & Erie St,74.0,Damen Ave & Cortland St,219.0,41.893808,-87.641697,41.915983,-87.677335,member,1974-12-16
299414,092DDD895C321F18,docked_bike,2023-06-04 05:22:59,2023-06-04 05:54:53,Commercial Ave & 83rd St,581.0,Commercial Ave & 83rd St,581.0,41.744615,-87.551208,41.744615,-87.551208,casual,
296744,AD913620F344C3B3,docked_bike,2023-06-14 09:01:23,2023-06-14 09:21:11,Montrose Harbor,249.0,Pine Grove Ave & Irving Park Rd,254.0,41.963982,-87.638181,41.954383,-87.648043,member,1998-09-19
418817,56C3B1B264A09310,docked_bike,2023-06-13 02:09:05,2023-06-13 02:32:45,63rd St Beach,101.0,63rd St Beach,101.0,41.781016,-87.57612,41.781016,-87.57612,casual,
38542,F0DF06A7B0D620D6,docked_bike,2023-04-16 01:16:32,2023-04-16 01:42:17,Clark St & Schiller St,301.0,Southport Ave & Waveland Ave,227.0,41.908,-87.6315,41.9482,-87.6639,casual,
89482,FAF15E0AE182C6EF,docked_bike,2023-05-25 01:33:26,2023-05-25 01:42:32,Ravenswood Ave & Irving Park Rd,244.0,Clark St & Leland Ave,326.0,41.9547,-87.6739,41.9671,-87.6674,member,1993-05-13
26913,ED244D0AE397AE89,docked_bike,2023-04-24 00:59:54,2023-04-24 01:24:22,Ashland Ave & Wrightwood Ave,166.0,Dearborn St & Erie St,110.0,41.9288,-87.6685,41.894,-87.6293,member,1989-10-03
590535,4431DC7D953FFE87,docked_bike,2023-06-05 08:20:50,2023-06-05 08:25:35,Western Ave & Division St,305.0,California Ave & Cortez St,622.0,41.902893,-87.687275,41.900363,-87.696704,member,1998-06-23
287406,569150A9B7EA8A4A,docked_bike,2023-06-15 13:20:56,2023-06-15 13:42:09,Buckingham Fountain,2.0,Franklin St & Jackson Blvd,36.0,41.876511,-87.620548,41.8777079559,-87.6353211408,member,2004-06-22
141944,661B6EC97DD00DB2,docked_bike,2023-05-17 06:21:58,2023-05-17 08:04:57,Wells St & Hubbard St,212.0,,,41.8899,-87.6343,,,casual,
33086,2E9C271627DE85F6,docked_bike,2023-04-13 07:59:20,2023-04-13 08:08:42,Larrabee St & Division St,359.0,Clark St & North Ave,126.0,41.9035,-87.6434,41.912,-87.6319,member,1992-01-08
136873,C7E6830FBB907936,docked_bike,2023-05-25 06:27:12,2023-05-25 08:24:42,Wabash Ave & Roosevelt Rd,59.0,Wabash Ave & 9th St,321.0,41.8672,-87.626,41.8708,-87.6257,casual,
475569,2D2BFF9AECE12596,docked_bike,2023-06-25 11:39:38,2023-06-25 11:53:57,Ellis Ave & 58th St,328.0,Cornell Ave & Hyde Park Blvd,417.0,41.788746,-87.601334,41.802406,-87.586924,member,1999-05-26
471722,F3F13E2AC4A53184,docked_bike,2023-06-13 14:08:45,2023-06-13 14:38:07,Lincoln Park Conservatory,673.0,Wolcott (Ravenswood) Ave & Montrose Ave,238.0,41.923931,-87.635824,41.961406,-87.676169,member,1998-04-30
27755,CD93B79F3D9BB35F,docked_bike,2023-04-19 07:09:26,2023-04-19 07:42:00,Lake Shore Dr & Diversey Pkwy,329.0,Sedgwick St & Webster Ave,143.0,41.9326,-87.6364,41.9222,-87.6389,member,1979-05-10
195513,2EEBC23B21448EBE,docked_bike,2023-05-27 08:08:51,2023-05-27 08:37:20,Milwaukee Ave & Grand Ave,84.0,California Ave & Milwaukee Ave,123.0,41.8916,-87.6484,41.9227,-87.6972,casual,
464160,0C719126A789641F,docked_bike,2023-06-21 09:37:06,2023-06-21 09:47:09,Lincoln Ave & Fullerton Ave,127.0,Sheffield Ave & Willow St,93.0,41.925905,-87.64926,41.913688,-87.652855,casual,
483266,37F9F1B8AC15284A,docked_bike,2023-06-21 04:20:41,2023-06-21 04:55:21,Damen Ave & Division St,130.0,Clark St & Armitage Ave,94.0,41.903266,-87.678435,41.918306,-87.636282,member,1993-05-03
605723,6ECD58CC23087E9D,docked_bike,2023-06-08 13:08:12,2023-06-08 13:48:57,Shore Dr & 55th St,247.0,Phillips Ave & 79th St,579.0,41.795212,-87.580715,41.75182,-87.565211,casual,
25714,AC7FDFDD56425096,docked_bike,2023-04-12 07:26:36,2023-04-12 07:59:31,Clark St & Elm St,176.0,California Ave & Fletcher St,498.0,41.903,-87.6313,41.9384,-87.698,casual,
335361,75DB68D3C2ECAB5D,docked_bike,2023-06-09 00:08:22,2023-06-09 00:37:24,Kedzie Ave & Palmer Ct,290.0,Wells St & Huron St,53.0,41.921525,-87.707322,41.894722,-87.634362,casual,
187986,7A82E211663B12FD,docked_bike,2023-05-16 09:51:41,2023-05-16 10:13:38,Hermitage Ave & Polk St,261.0,Wabash Ave & Roosevelt Rd,59.0,41.8715,-87.6699,41.8672,-87.626,casual,
608053,F725F7BBF4226463,docked_bike,2023-06-18 09:24:44,2023-06-18 10:06:49,Lakefront Trail & Wilson Ave,639.0,Lake Shore Dr & North Blvd,268.0,41.965845,-87.645361,41.911722,-87.626804,member,1992-02-16
626782,BA9C8E7258844A37,docked_bike,2023-06-19 16:38:35,2023-06-19 17:01:32,Lincoln Ave & Diversey Pkwy,152.0,Sedgwick St & Webster Ave,143.0,41.932225,-87.658617,41.922167,-87.638888,member,1996-11-16
463596,39C8FF64C096E7C6,docked_bike,2023-06-29 08:12:21,2023-06-29 08:36:30,Damen Ave & Cortland St,219.0,Keystone Ave & Fullerton Ave,619.0,41.915983,-87.677335,41.92459,-87.72785,casual,
59928,AFC75D4B4ED6F5BC,docked_bike,2023-04-20 07:18:54,2023-04-20 07:35:49,Clark St & Armitage Ave,94.0,Clark St & Grace St,165.0,41.9183,-87.6363,41.9508,-87.6592,member,1997-04-02
285556,B65D5C5C0E28342A,docked_bike,2023-06-24 10:47:16,2023-06-24 10:52:56,Paulina St & Montrose Ave,297.0,Ravenswood Ave & Lawrence Ave,344.0,41.961507,-87.671387,41.96909,-87.674237,member,1989-11-15
455616,8F68175BD26AF67A,docked_bike,2023-06-27 00:46:36,2023-06-27 00:52:12,Clinton St & 18th St,170.0,Canal St & Taylor St,414.0,41.85795,-87.640826,41.870257,-87.639474,member,2005-12-27
345772,D7C3E8AFCE6BC1BD,docked_bike,2023-06-25 16:54:10,2023-06-25 18:24:38,Lake Shore Dr & Monroe St,76.0,Millennium Park,90.0,41.880958,-87.616743,41.881032,-87.624084,casual,
85374,EC88951808BF35E3,docked_bike,2023-05-16 12:53:31,2023-05-16 13:16:29,State St & Pearson St,106.0,Wells St & Concord Ln,289.0,41.8974,-87.6287,41.9121,-87.6347,member,1994-06-29
490424,38147BB696DDEA54,docked_bike,2023-06-04 06:17:53,2023-06-04 06:27:19,Sheffield Ave & Wellington Ave,115.0,Southport Ave & Waveland Ave,227.0,41.936266,-87.652662,41.94815,-87.66394,member,1972-12-03
526531,7E5357A31AE0F3AE,docked_bike,2023-06-09 09:22:28,2023-06-09 09:56:47,Dearborn St & Erie St,110.0,Paulina Ave & North Ave,16.0,41.893992,-87.629318,41.910337,-87.670072,member,1991-09-18
66639,07EB46045BCB3B28,docked_bike,2023-04-03 11:03:44,2023-04-03 11:31:52,Carpenter St & Huron St,92.0,Halsted St & 21st St,135.0,41.8946,-87.6534,41.8538,-87.6466,casual,
290000,6C4F4674D33852A1,docked_bike,2023-06-29 09:37:45,2023-06-29 09:49:04,Kingsbury St & Erie St,74.0,State St & Pearson St,106.0,41.893808,-87.641697,41.897448,-87.628722,member,1993-09-29
30100,C29833205C029E68,docked_bike,2023-05-01 14:57:06,2023-05-01 15:36:05,LaSalle St & Illinois St,181.0,Indiana Ave & Roosevelt Rd,255.0,41.8908,-87.6317,41.8679,-87.623,casual,
436049,9A3EC0D73FFC27B1,docked_bike,2023-06-28 07:42:32,2023-06-28 07:54:30,Lincoln Ave & Winona St,472.0,Lincoln Ave & Sunnyside Ave,243.0,41.974911,-87.692502,41.963004,-87.684781,casual,
52168,31CE65FB3B2B68CF,docked_bike,2023-04-20 08:28:24,2023-04-20 09:03:17,Lakeview Ave & Fullerton Pkwy,313.0,Sheffield Ave & Wrightwood Ave,302.0,41.9259,-87.639,41.9287,-87.6538,member,2003-09-23
234974,39B718C0410BA043,docked_bike,2023-05-21 06:37:14,2023-05-21 06:46:57,Clinton St & Tilden St,68.0,Halsted St & 18th St,202.0,41.8759,-87.6408,41.8575,-87.6463,member,1983-12-17
246474,B18F61903177529A,docked_bike,2023-05-31 17:17:19,2023-05-31 18:38:41,Dearborn St & Adams St,37.0,Leavitt St & Archer Ave,9.0,41.8794,-87.6298,41.8288,-87.6806,casual,
472303,EC5D88ACB67E9B0D,docked_bike,2023-06-08 10:52:31,2023-06-08 11:14:37,Michigan Ave & 18th St,273.0,Fort Dearborn Dr & 31st St,150.0,41.857813,-87.62455,41.838556,-87.608218,casual,
354767,94A63F4DF83DE299,docked_bike,2023-06-19 10:04:35,2023-06-19 10:10:14,Green St & Madison St,198.0,Ada St & Washington Blvd,346.0,41.881892,-87.648789,41.88283,-87.661206,member,2001-06-01
18539,ACA83C6086B3622C,docked_bike,2023-04-27 04:46:08,2023-04-27 05:17:17,Larrabee St & Division St,359.0,Larrabee St & Division St,359.0,41.9035,-87.6434,41.9035,-87.6434,casual,
268301,D0BE61307899BF5A,docked_bike,2023-05-22 09:15:29,2023-05-22 09:26:54,Columbus Dr & Randolph St,195.0,Franklin St & Jackson Blvd,36.0,41.8847,-87.6195,41.8777,-87.6353,casual,
517852,444C804C044864CA,docked_bike,2023-06-29 08:07:15,2023-06-29 08:19:07,Clark St & Randolph St,51.0,McClurg Ct & Illinois St,26.0,41.884576,-87.631889,41.890359,-87.617532,member,1993-01-03
95044,569081CEC400F15F,docked_bike,2023-05-29 12:17:34,2023-05-29 12:24:25,Clark St & Armitage Ave,94.0,Lincoln Ave & Fullerton Ave,127.0,41.9183,-87.6363,41.9259,-87.6493,member,1996-07-02
604398,A4463CFDED8F7F8B,docked_bike,2023-06-15 09:48:42,2023-06-15 11:03:34,Western Ave & Winnebago Ave,116.0,Clark St & Drummond Pl,220.0,41.91552,-87.687022,41.931248,-87.644336,casual,
75258,E94EF4672572A439,docked_bike,2023-04-28 18:38:50,2023-04-28 19:05:48,Ashland Ave & Chicago Ave,350.0,Troy St & Elston Ave,490.0,41.896,-87.6677,41.9452,-87.7066,member,1989-08-17
257721,10D500E5FBA6FF03,docked_bike,2023-05-30 08:25:24,2023-05-30 08:46:20,Winchester Ave & Elston Ave,505.0,Wells St & Evergreen Ave,291.0,41.9241,-87.6765,41.9067,-87.6348,member,1987-09-08
295023,77E153ABEE21D879,docked_bike,2023-06-13 10:50:17,2023-06-13 11:11:59,Pine Grove Ave & Waveland Ave,232.0,Clark St & Schiller St,301.0,41.949867,-87.646061,41.907993,-87.631501,casual,
360458,59DA588090C35C6E,docked_bike,2023-06-25 12:13:23,2023-06-25 12:27:59,Clark St & Lincoln Ave,141.0,Southport Ave & Clybourn Ave,307.0,41.915689,-87.6346,41.920771,-87.663712,casual,
589037,B1F1F41C60A6E5CD,docked_bike,2023-06-23 11:26:42,2023-06-23 11:40:02,Wells St & Evergreen Ave,291.0,Halsted St & Wrightwood Ave,349.0,41.906724,-87.63483,41.929143,-87.649077,casual,
85551,A48456EF7719931B,docked_bike,2023-05-19 09:49:36,2023-05-19 10:11:04,Wabash Ave & Grand Ave,199.0,,,41.8915,-87.6268,,,member,1988-12-11
264258,AE714BCD798E9A43,docked_bike,2023-05-27 04:08:23,2023-05-27 04:16:25,Lincoln Ave & Sunnyside Ave,243.0,Lincoln Ave & Waveland Ave,257.0,41.963,-87.6848,41.9488,-87.6753,member,1980-01-29
91973,2D997D4BAC4E6A2E,docked_bike,2023-05-18 11:42:09,2023-05-18 11:46:11,Clark St & Elm St,176.0,Larrabee St & Division St,359.0,41.903,-87.6313,41.9035,-87.6434,casual,
228866,9666EF5595526681,docked_bike,2023-05-20 13:42:19,2023-05-20 13:59:10,Fairbanks Ct & Grand Ave,24.0,Clark St & Armitage Ave,94.0,41.8918,-87.6206,41.9183,-87.6363,member,1988-02-22
201909,7CE0B6309A8900AC,docked_bike,2023-05-18 10:46:55,2023-05-18 10:51:25,State St & Harrison St,5.0,Wabash Ave & Roosevelt Rd,59.0,41.8741,-87.6277,41.8672,-87.626,member,1997-02-05
379177,301276868B5AED50,docked_bike,2023-07-01 12:10:36,2023-07-01 12:20:47,Michigan Ave & Lake St,52.0,Canal St & Adams St,192.0,41.886024,-87.624117,41.879255,-87.639904,casual,
341190,ADDEEA4637D6D34D,docked_bike,2023-06-26 07:12:14,2023-06-26 07:18:03,McClurg Ct & Erie St,142.0,LaSalle Dr & Huron St,627.0,41.894503,-87.617854,41.894877,-87.632326,member,1981-08-08
342796,FEE43D1DD51FE0F2,docked_bike,2023-06-28 08:35:43,2023-06-28 09:04:02,Wacker Dr & Washington St,18.0,Cityfront Plaza Dr & Pioneer Ct,196.0,41.883132,-87.637321,41.890573,-87.622072,member,1989-11-01
231193,39250CB65B5DE2BA,docked_bike,2023-05-26 12:02:51,2023-05-26 12:18:45,Sheffield Ave & Wrightwood Ave,302.0,Walsh Park,628.0,41.9287,-87.6538,41.9146,-87.668,casual,
416594,78AF7029DCCDA976,docked_bike,2023-06-29 05:32:59,2023-06-29 05:44:01,Green St & Madison St,198.0,Halsted St & Clybourn Ave,331.0,41.881892,-87.648789,41.909668,-87.648128,casual,
86260,7F1489905FDA9D13,docked_bike,2023-05-04 09:28:32,2023-05-04 11:41:21,Kingsbury St & Erie St,74.0,Kingsbury St & Erie St,74.0,41.8938,-87.6417,41.8938,-87.6417,casual,
250058,7E25A933716A55FA,docked_bike,2023-05-19 03:00:05,2023-05-19 03:08:38,Sheridan Rd & Loyola Ave,451.0,Clark St & Lunt Ave,432.0,42.001,-87.6612,42.0091,-87.6742,member,1984-10-31
395008,D0257540D7AC760B,docked_bike,2023-06-16 03:39:42,2023-06-16 03:53:11,Clark St & Wrightwood Ave,340.0,Halsted St & North Branch St,365.0,41.929546,-87.643118,41.89936843921,-87.6484798752,member,1999-05-15
347031,31FA2B3BE1C518EB,docked_bike,2023-06-29 14:28:50,2023-06-29 14:56:25,State St & Pearson St,106.0,Larrabee St & Webster Ave,144.0,41.897448,-87.628722,41.921822,-87.64414,casual,
381703,1D78E26D3491E41E,docked_bike,2023-06-28 06:02:43,2023-06-28 07:02:28,Rush St & Hubbard St,125.0,Clark St & North Ave,126.0,41.890173,-87.626185,41.911974,-87.631942,casual,
124784,BCBC0C41F089B8AB,docked_bike,2023-05-21 01:21:05,2023-05-21 01:44:37,Ashland Ave & Belle Plaine Ave,246.0,Southport Ave & Belmont Ave,154.0,41.9561,-87.6688,41.9395,-87.6638,casual,
487509,CFAA50F389D2F1E5,docked_bike,2023-06-26 05:30:05,2023-06-26 05:54:23,Artesian Ave & Hubbard St,376.0,Elizabeth (May) St & Fulton St,217.0,41.889491,-87.688219,41.8866164860277,-87.6580399274826,casual,
54417,B1BF84BAB4D99DA5,docked_bike,2023-04-22 01:46:30,2023-04-22 02:03:11,Canal St & Jackson Blvd,75.0,Indiana Ave & 26th St,147.0,41.8772,-87.6394,41.8457,-87.6225,member,1980-02-07
309821,6A2D168CD550B450,docked_bike,2023-06-20 03:20:54,2023-06-20 03:47:56,Clark St & Armitage Ave,94.0,Stockton Dr & Wrightwood Ave,324.0,41.918306,-87.636282,41.93132,-87.638742,member,1982-03-07
210872,650E625368B07AEA,docked_bike,2023-05-25 07:48:36,2023-05-25 08:13:46,Clark St & Leland Ave,326.0,Clark St & Lincoln Ave,141.0,41.9671,-87.6674,41.9157,-87.6346,member,2003-03-26
328760,354B4D52415D52AF,docked_bike,2023-06-07 11:47:07,2023-06-07 11:57:14,Clark St & Drummond Pl,220.0,Halsted St & Willow St,224.0,41.931248,-87.644336,41.913865,-87.648755,casual,
398550,D381E9675D5034FD,docked_bike,2023-06-15 09:40:20,2023-06-15 09:46:55,Leavitt St & Archer Ave,9.0,Leavitt St & Archer Ave,9.0,41.828792,-87.680604,41.82879201994,-87.6806044594,member,1995-06-29
390897,77357E8F3BC01BD2,docked_bike,2023-06-08 07:49:57,2023-06-08 08:33:38,Lake Park Ave & 53rd St,419.0,Morgan St & 31st St,280.0,41.799494,-87.58645,41.8378,-87.65114,casual,
612851,EA0035947477175A,docked_bike,2023-06-17 06:21:40,2023-06-17 06:51:11,Millennium Park,90.0,Ashland Ave & Grand Ave,277.0,41.881032,-87.624084,41.891072,-87.666611,member,1982-12-13
35172,987A6D5DF0235965,docked_bike,2023-04-10 11:58:34,2023-04-10 12:23:15,Mies van der Rohe Way & Chestnut St,145.0,Halsted St & Polk St,108.0,41.8986,-87.6219,41.8718,-87.6466,member,1997-01-21
91328,48DA7AA6F0E8075B,docked_bike,2023-05-26 11:41:45,2023-05-26 13:32:49,Michigan Ave & Washington St,43.0,Millennium Park,90.0,41.884,-87.6247,41.881,-87.6241,casual,
325389,241674610D7C3B26,docked_bike,2023-06-26 11:41:04,2023-06-26 12:06:33,Mies van der Rohe Way & Chestnut St,145.0,Racine Ave & Belmont Ave,226.0,41.898586,-87.621915,41.939743,-87.658865,member,1994-05-30
78347,D7146C37B52279E0,docked_bike,2023-04-19 07:26:02,2023-04-19 08:08:49,California Ave & Fletcher St,498.0,Sheffield Ave & Willow St,93.0,41.9384,-87.698,41.9137,-87.6529,member,2001-06-10
145046,A55AD1CAB409A5CA,docked_bike,2023-05-24 08:35:28,2023-05-24 08:52:56,Lincoln Park Conservatory,673.0,Clark St & Elm St,176.0,41.9239,-87.6358,41.903,-87.6313,casual,
294925,265CEEB426C9AAB4,docked_bike,2023-06-14 07:50:19,2023-06-14 09:44:09,Sheridan Rd & Lawrence Ave,323.0,Lake Shore Dr & Monroe St,76.0,41.969517,-87.654691,41.880958,-87.616743,casual,
528448,CC8DC6ECFB22A9F4,docked_bike,2023-06-22 12:54:12,2023-06-22 12:59:24,Broadway & Cornelia Ave,303.0,Broadway & Belmont Ave,296.0,41.945529,-87.646439,41.940106,-87.645451,member,2000-02-11
588786,9121D264F942C285,docked_bike,2023-06-25 12:35:31,2023-06-25 13:40:45,Michigan Ave & Madison St,197.0,Green St & Madison St,198.0,41.882134,-87.625125,41.881892,-87.648789,casual,
306170,28131A2C9113000F,docked_bike,2023-06-28 05:02:34,2023-06-28 06:00:08,Wilton Ave & Diversey Pkwy,13.0,Burnham Harbor,4.0,41.932418,-87.652705,41.856268,-87.613348,casual,
497855,D12FE4D336770776,docked_bike,2023-06-18 08:58:27,2023-06-18 09:03:31,LaSalle St & Jackson Blvd,283.0,Clinton St & Washington Blvd,91.0,41.878166,-87.631929,41.88338,-87.64117,member,1996-08-29
580258,F9F131C52F8DDC70,docked_bike,2023-06-09 12:29:26,2023-06-09 15:03:23,Columbus Dr & Randolph St,195.0,Clark St & North Ave,126.0,41.884728,-87.619521,41.911974,-87.631942,casual,
360940,B2E8971FC58105B7,docked_bike,2023-06-23 00:34:46,2023-06-23 00:52:34,Milwaukee Ave & Cuyler Ave,589.0,Kedzie Ave & Milwaukee Ave,260.0,41.954468,-87.749594,41.929567,-87.707857,member,2003-08-07
101412,19091FD31ECF7A9C,docked_bike,2023-05-02 09:16:30,2023-05-02 09:47:04,Broadway & Granville Ave,454.0,Lake Shore Dr & Belmont Ave,334.0,41.9948,-87.6603,41.9408,-87.6392,casual,
245956,9143FDB9C81DF395,docked_bike,2023-05-16 15:08:26,2023-05-16 15:42:05,Canal St & Taylor St,414.0,Western Ave & 24th St,281.0,41.8703,-87.6395,41.8485,-87.6851,casual,
169598,396E015C09068982,docked_bike,2023-05-25 06:02:50,2023-05-25 06:24:14,Wilton Ave & Belmont Ave,117.0,Wilton Ave & Belmont Ave,117.0,41.9402,-87.653,41.9402,-87.653,casual,
